miRNA	targetID	symbol
Hsa-miR-125	177	AGER
Hsa-miR-125	80329	ULBP1
Hsa-miR-125	7353	UFD1
Hsa-miR-125	6096	RORB
Hsa-miR-125	55167	MSL2
Hsa-miR-125	88	ACTN2
Hsa-miR-125	166785	MMAA
Hsa-miR-125	130560	SPATA3
Hsa-miR-125	201266	SLC39A11
Hsa-miR-125	2584	GALK1
Hsa-miR-125	83479	DDX59
Hsa-miR-125	79571	GCC1
Hsa-miR-125	23245	ASTN2
Hsa-miR-125	55278	QRSL1
Hsa-miR-125	1317	SLC31A1
Hsa-miR-125	3739	KCNA4
Hsa-miR-125	93550	ZFAND4
Hsa-miR-125	864	RUNX3
Hsa-miR-125	6566	SLC16A1
Hsa-miR-125	27031	NPHP3
Hsa-miR-125	3804	KIR2DL3
Hsa-miR-125	23008	KLHDC10
Hsa-miR-125	114799	ESCO1
Hsa-miR-125	286530	P2RY8
Hsa-miR-125	3685	ITGAV
Hsa-miR-125	8639	AOC3
Hsa-miR-125	116071	BATF2
Hsa-miR-125	319089	TTC6
Hsa-miR-125	9350	CER1
Hsa-miR-125	6507	SLC1A3
Hsa-miR-125	51473	DCDC2
Hsa-miR-125	8720	MBTPS1
Hsa-miR-125	7360	UGP2
Hsa-miR-125	79672	FN3KRP
Hsa-miR-125	3275	PRMT2
Hsa-miR-125	80000	GREB1L
Hsa-miR-125	124975	GGT6
Hsa-miR-125	79649	MAP7D3
Hsa-miR-125	84343	HPS3
Hsa-miR-125	9073	CLDN8
Hsa-miR-125	64123	ADGRL4
Hsa-miR-125	3127	HLA-DRB5
Hsa-miR-125	22933	SIRT2
Hsa-miR-125	5737	PTGFR
Hsa-miR-125	126820	DNAI3
Hsa-miR-125	254048	UBN2
Hsa-miR-125	6638	SNRPN
Hsa-miR-125	114905	C1QTNF7
Hsa-miR-125	56181	MTFR1L
Hsa-miR-125	124783	SPATA32
Hsa-miR-125	102723701	LOC102723701
Hsa-miR-125	23155	CLCC1
Hsa-miR-125	83786	FRMD8
Hsa-miR-125	387836	CLEC2A
Hsa-miR-125	81610	FAM83D
Hsa-miR-125	647087	STMP1
Hsa-miR-125	341640	FREM2
Hsa-miR-125	28966	SNX24
Hsa-miR-125	55170	PRMT6
Hsa-miR-125	5083	PAX9
Hsa-miR-125	90204	ZSWIM1
Hsa-miR-125	7701	ZNF142
Hsa-miR-125	7133	TNFRSF1B
Hsa-miR-125	85508	SCRT2
Hsa-miR-125	9296	ATP6V1F
Hsa-miR-125	55605	KIF21A
Hsa-miR-125	4191	MDH2
Hsa-miR-125	55339	WDR33
Hsa-miR-125	51274	KLF3
Hsa-miR-125	57102	C12orf4
Hsa-miR-125	375704	ENHO
Hsa-miR-125	7432	VIP
Hsa-miR-125	23604	DAPK2
Hsa-miR-125	81693	AMN
Hsa-miR-125	9265	CYTH3
Hsa-miR-125	4071	TM4SF1
Hsa-miR-125	1543	CYP1A1
Hsa-miR-125	79022	TMEM106C
Hsa-miR-125	54918	CMTM6
Hsa-miR-125	145483	FAM161B
Hsa-miR-125	3959	LGALS3BP
Hsa-miR-125	51241	COX16
Hsa-miR-125	4862	NPAS2
Hsa-miR-125	10869	USP19
Hsa-miR-125	140686	WFDC3
Hsa-miR-125	5567	PRKACB
Hsa-miR-125	2042	EPHA3
Hsa-miR-125	23096	IQSEC2
Hsa-miR-125	144402	CPNE8
Hsa-miR-125	117245	PLAAT5
Hsa-miR-125	84895	MIGA2
Hsa-miR-125	22797	TFEC
Hsa-miR-125	5873	RAB27A
Hsa-miR-125	384	ARG2
Hsa-miR-125	5594	MAPK1
Hsa-miR-125	2046	EPHA8
Hsa-miR-125	89866	SEC16B
Hsa-miR-125	133746	JMY
Hsa-miR-125	64764	CREB3L2
Hsa-miR-125	5504	PPP1R2
Hsa-miR-125	64786	TBC1D15
Hsa-miR-125	153768	PRELID2
Hsa-miR-125	3655	ITGA6
Hsa-miR-125	27319	BHLHE22
Hsa-miR-125	54876	DCAF16
Hsa-miR-125	57214	CEMIP
Hsa-miR-125	79694	MANEA
Hsa-miR-125	55693	KDM4D
Hsa-miR-125	29988	SLC2A8
Hsa-miR-125	25888	ZNF473
Hsa-miR-125	57708	MIER1
Hsa-miR-125	112936	VPS26B
Hsa-miR-125	147184	TMEM99
Hsa-miR-125	285636	C5orf51
Hsa-miR-125	89882	TPD52L3
Hsa-miR-125	7625	ZNF74
Hsa-miR-125	647024	C6orf132
Hsa-miR-125	2213	FCGR2B
Hsa-miR-125	51087	YBX2
Hsa-miR-125	80328	ULBP2
Hsa-miR-125	4830	NME1
Hsa-miR-125	128866	CHMP4B
Hsa-miR-125	27199	OXGR1
Hsa-miR-125	869	CBLN1
Hsa-miR-125	9107	MTMR6
Hsa-miR-125	79078	C1orf50
Hsa-miR-125	26190	FBXW2
Hsa-miR-125	10385	BTN2A2
Hsa-miR-125	5874	RAB27B
Hsa-miR-125	84449	ZNF333
Hsa-miR-125	8398	PLA2G6
Hsa-miR-125	389400	GFRAL
Hsa-miR-125	4899	NRF1
Hsa-miR-125	1956	EGFR
Hsa-miR-125	9830	TRIM14
Hsa-miR-125	55791	LRIF1
Hsa-miR-125	51309	ARMCX1
Hsa-miR-125	7150	TOP1
Hsa-miR-125	10330	CNPY2
Hsa-miR-125	5791	PTPRE
Hsa-miR-125	51075	TMX2
Hsa-miR-125	3321	IGSF3
Hsa-miR-125	54332	GDAP1
Hsa-miR-125	23741	EID1
Hsa-miR-125	9711	RUBCN
Hsa-miR-125	51128	SAR1B
Hsa-miR-125	5587	PRKD1
Hsa-miR-125	256643	BCLAF3
Hsa-miR-125	284904	SEC14L4
Hsa-miR-125	84912	SLC35B4
Hsa-miR-125	1805	DPT
Hsa-miR-125	55486	PARL
Hsa-miR-125	4700	NDUFA6
Hsa-miR-125	55286	C4orf19
Hsa-miR-125	164	AP1G1
Hsa-miR-125	55765	INAVA
Hsa-miR-125	57608	JCAD
Hsa-miR-125	6908	TBP
Hsa-miR-125	3053	SERPIND1
Hsa-miR-125	2762	GMDS
Hsa-miR-125	51266	CLEC1B
Hsa-miR-125	3417	IDH1
Hsa-miR-125	54734	RAB39A
Hsa-miR-125	4660	PPP1R12B
Hsa-miR-125	54961	SSH3
Hsa-miR-125	84665	MYPN
Hsa-miR-125	2300	FOXL1
Hsa-miR-125	10595	ERN2
Hsa-miR-125	9808	KIAA0087
Hsa-miR-125	1982	EIF4G2
Hsa-miR-125	57711	ZNF529
Hsa-miR-125	54900	LAX1
Hsa-miR-125	4358	MPV17
Hsa-miR-125	23522	KAT6B
Hsa-miR-125	57190	SELENON
Hsa-miR-125	10395	DLC1
Hsa-miR-125	10655	DMRT2
Hsa-miR-125	10241	CALCOCO2
Hsa-miR-125	2072	ERCC4
Hsa-miR-125	4815	NINJ2
Hsa-miR-125	1727	CYB5R3
Hsa-miR-125	26289	AK5
Hsa-miR-125	8728	ADAM19
Hsa-miR-125	6311	ATXN2
Hsa-miR-125	9337	CNOT8
Hsa-miR-125	7652	ZNF99
Hsa-miR-125	347344	ZNF81
Hsa-miR-125	10293	TRAIP
Hsa-miR-125	9203	ZMYM3
Hsa-miR-125	84436	ZNF528
Hsa-miR-125	363	AQP6
Hsa-miR-125	9788	MTSS1
Hsa-miR-125	57224	NHSL1
Hsa-miR-125	5867	RAB4A
Hsa-miR-125	64779	MTHFSD
Hsa-miR-125	84914	ZNF587
Hsa-miR-125	25816	TNFAIP8
Hsa-miR-125	79577	CDC73
Hsa-miR-125	9656	MDC1
Hsa-miR-125	57585	CRAMP1
Hsa-miR-125	441631	TSPAN11
Hsa-miR-125	10201	NME6
Hsa-miR-125	6385	SDC4
Hsa-miR-125	79830	ZMYM1
Hsa-miR-125	113612	CYP2U1
Hsa-miR-125	546	ATRX
Hsa-miR-125	2487	FRZB
Hsa-miR-125	57589	RIC1
Hsa-miR-125	8631	SKAP1
Hsa-miR-125	100506127	GVQW3
Hsa-miR-125	22889	KHDC4
Hsa-miR-125	4047	LSS
Hsa-miR-125	139105	BEND2
Hsa-miR-125	123355	LRRC28
Hsa-miR-125	90161	HS6ST2
Hsa-miR-125	9972	NUP153
Hsa-miR-125	1455	CSNK1G2
Hsa-miR-125	23051	ZHX3
Hsa-miR-125	3038	HAS3
Hsa-miR-125	83460	EMC6
Hsa-miR-125	284111	SLC13A5
Hsa-miR-125	139425	DCAF8L1
Hsa-miR-125	6785	ELOVL4
Hsa-miR-125	50636	ANO7
Hsa-miR-125	51454	GULP1
Hsa-miR-125	158787	RIBC1
Hsa-miR-125	93664	CADPS2
Hsa-miR-125	80162	PGGHG
Hsa-miR-125	84530	SRRM4
Hsa-miR-125	364	AQP7
Hsa-miR-125	7103	TSPAN8
Hsa-miR-125	57552	NCEH1
Hsa-miR-125	29954	POMT2
Hsa-miR-125	644096	SDHAF1
Hsa-miR-125	9609	RAB36
Hsa-miR-125	64834	ELOVL1
Hsa-miR-125	100129940	HMGA2-AS1
Hsa-miR-125	57628	DPP10
Hsa-miR-125	26750	RPS6KC1
Hsa-miR-125	10857	PGRMC1
Hsa-miR-125	35	ACADS
Hsa-miR-125	27019	DNAI1
Hsa-miR-125	64581	CLEC7A
Hsa-miR-125	90933	TRIM41
Hsa-miR-125	11240	PADI2
Hsa-miR-125	10346	TRIM22
Hsa-miR-125	55589	BMP2K
Hsa-miR-125	10650	PRELID3A
Hsa-miR-125	196500	PIANP
Hsa-miR-125	259197	NCR3
Hsa-miR-125	2976	GTF3C2
Hsa-miR-125	1019	CDK4
Hsa-miR-125	54472	TOLLIP
Hsa-miR-125	80148	SLC66A2
Hsa-miR-125	79018	GID4
Hsa-miR-125	150147	UMODL1-AS1
Hsa-miR-125	388730	TMEM81
Hsa-miR-125	286451	YIPF6
Hsa-miR-125	1434	CSE1L
Hsa-miR-125	65062	TMEM237
Hsa-miR-125	80209	PROSER1
Hsa-miR-125	10867	TSPAN9
Hsa-miR-125	57613	FAM234B
Hsa-miR-125	488	ATP2A2
Hsa-miR-125	92154	MTSS2
Hsa-miR-125	344148	NCKAP5
Hsa-miR-125	56905	C15orf39
Hsa-miR-125	1478	CSTF2
Hsa-miR-125	4808	NHLH2
Hsa-miR-125	81789	TIGD6
Hsa-miR-125	219995	MS4A15
Hsa-miR-125	23451	SF3B1
Hsa-miR-125	166979	CDC20B
Hsa-miR-125	56704	JPH1
Hsa-miR-125	51449	PCYOX1
Hsa-miR-125	55731	FAM222B
Hsa-miR-125	9692	PRORP
Hsa-miR-125	2275	FHL3
Hsa-miR-125	387601	SLC22A25
Hsa-miR-125	202134	FAM153B
Hsa-miR-125	100507387	NA
Hsa-miR-125	57187	THOC2
Hsa-miR-125	29101	SSU72
Hsa-miR-125	5253	PHF2
Hsa-miR-125	3113	HLA-DPA1
Hsa-miR-125	81839	VANGL1
Hsa-miR-125	55800	SCN3B
Hsa-miR-125	29843	SENP1
Hsa-miR-125	8660	IRS2
Hsa-miR-125	8669	EIF3J
Hsa-miR-125	59353	TMEM35A
Hsa-miR-125	2274	FHL2
Hsa-miR-125	79663	HSPBAP1
Hsa-miR-125	84908	FAM136A
Hsa-miR-125	80155	NAA15
Hsa-miR-125	11073	TOPBP1
Hsa-miR-125	56990	CDC42SE2
Hsa-miR-125	79135	APOO
Hsa-miR-125	80821	DDHD1
Hsa-miR-125	1557	CYP2C19
Hsa-miR-125	6793	STK10
Hsa-miR-125	131540	ZDHHC19
Hsa-miR-125	221458	KIF6
Hsa-miR-125	284611	FAM102B
Hsa-miR-125	9114	ATP6V0D1
Hsa-miR-125	7035	TFPI
Hsa-miR-125	203102	ADAM32
Hsa-miR-125	28990	ASTE1
Hsa-miR-125	2161	F12
Hsa-miR-125	54361	WNT4
Hsa-miR-125	26059	ERC2
Hsa-miR-125	5995	RGR
Hsa-miR-125	127829	ARL8A
Hsa-miR-125	821	CANX
Hsa-miR-125	57018	CCNL1
Hsa-miR-125	84376	HOOK3
Hsa-miR-125	8519	IFITM1
Hsa-miR-125	1482	NKX2-5
Hsa-miR-125	4283	CXCL9
Hsa-miR-125	140545	RNF32
Hsa-miR-125	8638	OASL
Hsa-miR-125	23108	RAP1GAP2
Hsa-miR-125	123803	NTAN1
Hsa-miR-125	344018	FIGLA
Hsa-miR-125	10129	FRY
Hsa-miR-125	10456	HAX1
Hsa-miR-125	7681	MKRN3
Hsa-miR-125	10135	NAMPT
Hsa-miR-125	55635	DEPDC1
Hsa-miR-125	11075	STMN2
Hsa-miR-125	8650	NUMB
Hsa-miR-125	54885	TBC1D8B
Hsa-miR-125	25984	KRT23
Hsa-miR-125	26512	INTS6
Hsa-miR-125	3767	KCNJ11
Hsa-miR-125	8560	DEGS1
Hsa-miR-125	2781	GNAZ
Hsa-miR-125	23169	SLC35D1
Hsa-miR-125	8913	CACNA1G
Hsa-miR-125	57097	PARP11
Hsa-miR-125	29104	N6AMT1
Hsa-miR-125	149708	WFDC5
Hsa-miR-125	387273	KRTAP5-10
Hsa-miR-125	84932	RAB2B
Hsa-miR-125	5017	OVOL1
Hsa-miR-125	441581	FRG2B
Hsa-miR-125	5688	PSMA7
Hsa-miR-125	10314	LANCL1
Hsa-miR-125	116369	SLC26A8
Hsa-miR-125	28959	TMEM176B
Hsa-miR-125	2135	EXTL2
Hsa-miR-125	9358	ITGBL1
Hsa-miR-125	57506	MAVS
Hsa-miR-125	26286	ARFGAP3
Hsa-miR-125	448831	FRG2
Hsa-miR-125	80346	REEP4
Hsa-miR-125	10398	MYL9
Hsa-miR-125	140701	ABHD16B
Hsa-miR-125	8837	CFLAR
Hsa-miR-125	51147	ING4
Hsa-miR-125	10206	TRIM13
Hsa-miR-125	91252	SLC39A13
Hsa-miR-125	79960	JADE1
Hsa-miR-125	433	ASGR2
Hsa-miR-125	2902	GRIN1
Hsa-miR-125	92521	SPECC1
Hsa-miR-125	1388	ATF6B
Hsa-miR-125	8562	DENR
Hsa-miR-125	1769	DNAH8
Hsa-miR-125	9805	SCRN1
Hsa-miR-125	8682	PEA15
Hsa-miR-125	827	CAPN6
Hsa-miR-125	54858	PGPEP1
Hsa-miR-125	91937	TIMD4
Hsa-miR-125	284677	SNHG28
Hsa-miR-125	22878	TRAPPC8
Hsa-miR-125	11264	PXMP4
Hsa-miR-125	26011	TENM4
Hsa-miR-125	3886	KRT35
Hsa-miR-125	7490	WT1
Hsa-miR-125	22875	ENPP4
Hsa-miR-125	95681	CEP41
Hsa-miR-125	825	CAPN3
Hsa-miR-125	6782	HSPA13
Hsa-miR-125	51277	DNAJC27
Hsa-miR-125	1511	CTSG
Hsa-miR-125	126868	MAB21L3
Hsa-miR-125	3563	IL3RA
Hsa-miR-125	56890	MDM1
Hsa-miR-125	56995	TULP4
Hsa-miR-125	2185	PTK2B
Hsa-miR-125	164237	WFDC13
Hsa-miR-125	65258	MPPE1
Hsa-miR-125	340120	ANKRD34B
Hsa-miR-125	9180	OSMR
Hsa-miR-125	25945	NECTIN3
Hsa-miR-125	9526	MPDU1
Hsa-miR-125	8450	CUL4B
Hsa-miR-125	79073	TMEM109
Hsa-miR-125	3697	ITIH1
Hsa-miR-125	5478	PPIA
Hsa-miR-125	10227	MFSD10
Hsa-miR-125	23284	ADGRL3
Hsa-miR-125	246175	CNOT6L
Hsa-miR-125	3619	INCENP
Hsa-miR-125	57599	WDR48
Hsa-miR-125	148811	PM20D1
Hsa-miR-125	202374	STK32A
Hsa-miR-125	6340	SCNN1G
Hsa-miR-125	9912	ARHGAP44
Hsa-miR-125	3232	HOXD3
Hsa-miR-125	26017	FAM32A
Hsa-miR-125	27065	NSG1
Hsa-miR-125	65979	PHACTR4
Hsa-miR-125	7416	VDAC1
Hsa-miR-125	254427	PROSER2
Hsa-miR-125	2863	GPR39
Hsa-miR-125	90199	WFDC8
Hsa-miR-125	25880	TMEM186
Hsa-miR-125	221391	OPN5
Hsa-miR-125	54867	TMEM214
Hsa-miR-125	155435	RBM33
Hsa-miR-125	64081	PBLD
Hsa-miR-125	8073	PTP4A2
Hsa-miR-125	100	ADA
Hsa-miR-125	388121	TNFAIP8L3
Hsa-miR-125	408	ARRB1
Hsa-miR-125	7105	TSPAN6
Hsa-miR-125	55624	POMGNT1
Hsa-miR-125	51666	ASB4
Hsa-miR-125	348980	HCN1
Hsa-miR-125	84269	CHCHD5
Hsa-miR-125	84056	KATNAL1
Hsa-miR-125	5460	POU5F1
Hsa-miR-125	152559	PAQR3
Hsa-miR-125	11216	AKAP10
Hsa-miR-125	55830	GLT8D1
Hsa-miR-125	400931	MIRLET7BHG
Hsa-miR-125	10299	MARCHF6
Hsa-miR-125	5145	PDE6A
Hsa-miR-125	1739	DLG1
Hsa-miR-125	149371	EXOC8
Hsa-miR-125	483	ATP1B3
Hsa-miR-125	55133	SRBD1
Hsa-miR-125	112885	PHF21B
Hsa-miR-125	2615	LRRC32
Hsa-miR-125	254827	NAALADL2
Hsa-miR-125	25975	EGFL6
Hsa-miR-125	6419	SETMAR
Hsa-miR-125	5727	PTCH1
Hsa-miR-125	6171	RPL41
Hsa-miR-125	54886	PLPPR1
Hsa-miR-125	1964	EIF1AX
Hsa-miR-125	55818	KDM3A
Hsa-miR-125	56172	ANKH
Hsa-miR-125	22926	ATF6
Hsa-miR-125	26249	KLHL3
Hsa-miR-125	10205	MPZL2
Hsa-miR-125	11149	BVES
Hsa-miR-125	55696	RBM22
Hsa-miR-125	599	BCL2L2
Hsa-miR-125	6747	SSR3
Hsa-miR-125	200403	VWA3B
Hsa-miR-125	50807	ASAP1
Hsa-miR-125	10220	GDF11
Hsa-miR-125	5426	POLE
Hsa-miR-125	9381	OTOF
Hsa-miR-125	121536	AEBP2
Hsa-miR-125	55105	GPATCH2
Hsa-miR-125	5954	RCN1
Hsa-miR-125	91653	BOC
Hsa-miR-125	23403	FBXO46
Hsa-miR-125	8379	MAD1L1
Hsa-miR-125	402117	VWC2L
Hsa-miR-125	5236	PGM1
Hsa-miR-125	221191	PRSS54
Hsa-miR-125	139231	FAM199X
Hsa-miR-125	8227	AKAP17A
Hsa-miR-125	81617	CAB39L
Hsa-miR-125	2286	FKBP2
Hsa-miR-125	7016	TESK1
Hsa-miR-125	152831	KLB
Hsa-miR-125	4088	SMAD3
Hsa-miR-125	116113	FOXP4
Hsa-miR-125	284996	RNF149
Hsa-miR-125	1352	COX10
Hsa-miR-125	1088	CEACAM8
Hsa-miR-125	1718	DHCR24
Hsa-miR-125	23082	PPRC1
Hsa-miR-125	2353	FOS
Hsa-miR-125	7071	KLF10
Hsa-miR-125	9685	CLINT1
Hsa-miR-125	158866	ZDHHC15
Hsa-miR-125	114789	SLC25A25
Hsa-miR-125	113419	TEX261
Hsa-miR-125	79184	BRCC3
Hsa-miR-125	2843	GPR20
Hsa-miR-125	126364	LRRC25
Hsa-miR-125	151254	C2CD6
Hsa-miR-125	9886	RHOBTB1
Hsa-miR-125	200933	FBXO45
Hsa-miR-125	10955	SERINC3
Hsa-miR-125	78990	OTUB2
Hsa-miR-125	56834	GPR137
Hsa-miR-125	6158	RPL28
Hsa-miR-125	57094	CPA6
Hsa-miR-125	201625	DNAH12
Hsa-miR-125	10446	LRRN2
Hsa-miR-125	648	BMI1
Hsa-miR-125	6228	RPS23
Hsa-miR-125	51014	TMED7
Hsa-miR-125	6183	MRPS12
Hsa-miR-125	29068	ZBTB44
Hsa-miR-125	50809	HP1BP3
Hsa-miR-125	134265	AFAP1L1
Hsa-miR-125	389207	GRXCR1
Hsa-miR-125	5693	PSMB5
Hsa-miR-125	57592	ZNF687
Hsa-miR-125	8522	GAS7
Hsa-miR-125	6059	ABCE1
Hsa-miR-125	80207	OPA3
Hsa-miR-125	10014	HDAC5
Hsa-miR-125	51527	GSKIP
Hsa-miR-125	138428	PTRH1
Hsa-miR-125	377	ARF3
Hsa-miR-125	54778	RNF111
Hsa-miR-125	3848	KRT1
Hsa-miR-125	10591	DNPH1
Hsa-miR-125	23030	KDM4B
Hsa-miR-125	27042	UTP25
Hsa-miR-125	283417	DPY19L2
Hsa-miR-125	23092	ARHGAP26
Hsa-miR-125	51082	POLR1D
Hsa-miR-125	341208	HEPHL1
Hsa-miR-125	8395	PIP5K1B
Hsa-miR-125	26589	MRPL46
Hsa-miR-125	55779	CFAP44
Hsa-miR-125	135228	CD109
Hsa-miR-125	55631	LRRC40
Hsa-miR-125	10842	PPP1R17
Hsa-miR-125	100129543	ZNF730
Hsa-miR-125	143098	MPP7
Hsa-miR-125	374969	SVBP
Hsa-miR-125	155185	AMZ1
Hsa-miR-125	1295	COL8A1
Hsa-miR-125	54715	RBFOX1
Hsa-miR-125	2099	ESR1
Hsa-miR-125	23016	EXOSC7
Hsa-miR-125	2986	GUCY2F
Hsa-miR-125	57555	NLGN2
Hsa-miR-125	8573	CASK
Hsa-miR-125	343066	AADACL4
Hsa-miR-125	23074	UHRF1BP1L
Hsa-miR-125	57619	SHROOM3
Hsa-miR-125	55095	SAMD4B
Hsa-miR-125	8303	SNN
Hsa-miR-125	57026	PDXP
Hsa-miR-125	284071	MEIOC
Hsa-miR-125	26273	FBXO3
Hsa-miR-125	79731	NARS2
Hsa-miR-125	2673	GFPT1
Hsa-miR-125	164633	CABP7
Hsa-miR-125	54622	ARL15
Hsa-miR-125	5894	RAF1
Hsa-miR-125	155038	GIMAP8
Hsa-miR-125	148362	BROX
Hsa-miR-125	55860	ACTR10
Hsa-miR-125	57403	RAB22A
Hsa-miR-125	3694	ITGB6
Hsa-miR-125	123722	FSD2
Hsa-miR-125	4922	NTS
Hsa-miR-125	286410	ATP11C
Hsa-miR-125	29760	BLNK
Hsa-miR-125	8604	SLC25A12
Hsa-miR-125	54902	TTC19
Hsa-miR-125	126070	ZNF440
Hsa-miR-125	53407	STX18
Hsa-miR-125	668	FOXL2
Hsa-miR-125	5341	PLEK
Hsa-miR-125	126669	SHE
Hsa-miR-125	80311	KLHL15
Hsa-miR-125	203286	ANKS6
Hsa-miR-125	84693	MCEE
Hsa-miR-125	4289	MKLN1
Hsa-miR-125	2739	GLO1
Hsa-miR-125	114805	GALNT13
Hsa-miR-125	126526	C19orf47
Hsa-miR-125	285753	CEP57L1
Hsa-miR-125	152007	GLIPR2
Hsa-miR-125	26872	STEAP1
Hsa-miR-125	23471	TRAM1
Hsa-miR-125	6533	SLC6A6
Hsa-miR-125	9923	ZBTB40
Hsa-miR-125	11218	DDX20
Hsa-miR-125	255762	PDZD9
Hsa-miR-125	84288	EFCAB2
Hsa-miR-125	23500	DAAM2
Hsa-miR-125	4792	NFKBIA
Hsa-miR-125	59342	SCPEP1
Hsa-miR-125	91392	ZNF502
Hsa-miR-125	9026	HIP1R
Hsa-miR-125	56243	KIAA1217
Hsa-miR-125	11116	CEP43
Hsa-miR-125	92345	NAF1
Hsa-miR-125	11120	BTN2A1
Hsa-miR-125	79139	DERL1
Hsa-miR-125	868	CBLB
Hsa-miR-125	92140	MTDH
Hsa-miR-125	2242	FES
Hsa-miR-125	158835	AWAT2
Hsa-miR-125	203522	INTS6L
Hsa-miR-125	9748	SLK
Hsa-miR-125	54916	TMEM260
Hsa-miR-125	51010	EXOSC3
Hsa-miR-125	55687	TRMU
Hsa-miR-125	2632	GBE1
Hsa-miR-125	2893	GRIA4
Hsa-miR-125	146177	VWA3A
Hsa-miR-125	26974	ZNF285
Hsa-miR-125	59344	ALOXE3
Hsa-miR-125	5576	PRKAR2A
Hsa-miR-125	3099	HK2
Hsa-miR-125	1497	CTNS
Hsa-miR-125	53942	CNTN5
Hsa-miR-125	55333	SYNJ2BP
Hsa-miR-125	123283	TARS3
Hsa-miR-125	116159	CYYR1
Hsa-miR-125	1438	CSF2RA
Hsa-miR-125	114795	TMEM132B
Hsa-miR-125	81689	ISCA1
Hsa-miR-125	84945	ABHD13
Hsa-miR-125	79884	MAP9
Hsa-miR-125	81488	POLR2M
Hsa-miR-125	5704	PSMC4
Hsa-miR-125	7036	TFR2
Hsa-miR-125	4544	MTNR1B
Hsa-miR-125	54429	TAS2R5
Hsa-miR-125	84159	ARID5B
Hsa-miR-125	7504	XK
Hsa-miR-125	3592	IL12A
Hsa-miR-125	54436	SH3TC1
Hsa-miR-125	148867	SLC30A7
Hsa-miR-125	10622	POLR3G
Hsa-miR-125	84959	UBASH3B
Hsa-miR-125	11127	KIF3A
Hsa-miR-125	124842	TMEM132E
Hsa-miR-125	58528	RRAGD
Hsa-miR-125	10945	KDELR1
Hsa-miR-125	55783	CMTR2
Hsa-miR-125	23510	KCTD2
Hsa-miR-125	1137	CHRNA4
Hsa-miR-125	102723788	NA
Hsa-miR-125	219541	MED19
Hsa-miR-125	79912	PYROXD1
Hsa-miR-125	5051	PAFAH2
Hsa-miR-125	2775	GNAO1
Hsa-miR-125	931	MS4A1
Hsa-miR-125	54108	CHRAC1
Hsa-miR-125	23506	BICRAL
Hsa-miR-125	401207	C5orf63
Hsa-miR-125	8518	ELP1
Hsa-miR-125	3280	HES1
Hsa-miR-125	30011	SH3KBP1
Hsa-miR-125	828	CAPS
Hsa-miR-125	64116	SLC39A8
Hsa-miR-125	1138	CHRNA5
Hsa-miR-125	55973	BCAP29
Hsa-miR-125	10121	ACTR1A
Hsa-miR-125	11279	KLF8
Hsa-miR-125	145282	MIPOL1
Hsa-miR-125	159963	SLC5A12
Hsa-miR-125	11064	CNTRL
Hsa-miR-125	6038	RNASE4
Hsa-miR-125	9321	TRIP11
Hsa-miR-125	55330	BLOC1S4
Hsa-miR-125	124801	LSM12
Hsa-miR-125	6614	SIGLEC1
Hsa-miR-125	399967	PATE2
Hsa-miR-125	53342	IL17D
Hsa-miR-125	19	ABCA1
Hsa-miR-125	5899	RALB
Hsa-miR-125	5101	PCDH9
Hsa-miR-125	440163	RNASE13
Hsa-miR-125	22852	ANKRD26
Hsa-miR-125	4114	MAGEB3
Hsa-miR-125	162681	C18orf54
Hsa-miR-125	92170	MTG1
Hsa-miR-125	9681	DEPDC5
Hsa-miR-125	51626	DYNC2LI1
Hsa-miR-125	9639	ARHGEF10
Hsa-miR-125	1122	CHML
Hsa-miR-125	6138	RPL15
Hsa-miR-125	23175	LPIN1
Hsa-miR-125	78996	CYREN
Hsa-miR-125	339327	ZNF546
Hsa-miR-125	229	ALDOB
Hsa-miR-125	5316	PKNOX1
Hsa-miR-125	6565	SLC15A2
Hsa-miR-125	2580	GAK
Hsa-miR-125	467	ATF3
Hsa-miR-125	22895	RPH3A
Hsa-miR-125	493	ATP2B4
Hsa-miR-125	22913	RALY
Hsa-miR-125	6252	RTN1
Hsa-miR-125	6229	RPS24
Hsa-miR-125	126433	FBXO27
Hsa-miR-125	1111	CHEK1
Hsa-miR-125	59283	CACNG8
Hsa-miR-125	51673	TPPP3
Hsa-miR-125	401541	CENPP
Hsa-miR-125	4649	MYO9A
Hsa-miR-125	29965	CDIP1
Hsa-miR-125	125058	TBC1D16
Hsa-miR-125	3654	IRAK1
Hsa-miR-125	22897	CEP164
Hsa-miR-125	79968	WDR76
Hsa-miR-125	1465	CSRP1
Hsa-miR-125	60558	GUF1
Hsa-miR-125	27197	GPR82
Hsa-miR-125	112616	CMTM7
Hsa-miR-125	3799	KIF5B
Hsa-miR-125	84072	HORMAD1
Hsa-miR-125	27252	KLHL20
Hsa-miR-125	3992	FADS1
Hsa-miR-125	21	ABCA3
Hsa-miR-125	9563	H6PD
Hsa-miR-125	400258	C14orf180
Hsa-miR-125	65975	STK33
Hsa-miR-125	386724	AMIGO3
Hsa-miR-125	84947	SERAC1
Hsa-miR-125	285668	C5orf64
Hsa-miR-125	6406	SEMG1
Hsa-miR-125	226	ALDOA
Hsa-miR-125	5923	RASGRF1
Hsa-miR-125	9001	HAP1
Hsa-miR-125	51252	FAM178B
Hsa-miR-125	9926	LPGAT1
Hsa-miR-125	29028	ATAD2
Hsa-miR-125	10154	PLXNC1
